well_id,descricao,de_m,para_m
PW_003,Fm Piramboia Sup,325.710601806641,331.5
PW_004,Fm Botucatu,0.0,90.2697143554688
PW_004,Fm Guará Sup,90.2697143554688,109.323699951172
PW_004,Fm Guará Inf,109.323699951172,132.2
PW_005,Fm Serra Geral,0.0,90.7408752441406
PW_005,Fm Botucatu,90.7408752441406,132.047027587891
PW_005,Fm Guará Sup,132.047027587891,168.540649414062
PW_005,Fm Guará Inf,168.540649414062,203.705596923828
PW_005,Fm Piramboia Sup,203.705596923828,283.576477050781
PW_005,Fm Piramboia Inf,283.576477050781,287.47
PW_134,Fm Serra Geral,0.0,90.2048034667969
PW_134,Fm Botucatu,90.2048034667969,196.451110839844
PW_134,Fm Guará Sup,196.451110839844,203.0
PW_006,Fm Serra Geral,0.0,39.0303344726562
PW_006,Fm Botucatu,39.0303344726562,178.0
PW_007,Fm Serra Geral,0.0,39.0647583007812
PW_007,Fm Botucatu,39.0647583007812,147.174926757812
PW_007,Fm Guará Sup,147.174926757812,167.017120361328
PW_007,Fm Guará Inf,167.017120361328,197.8
PW_008,Fm Serra Geral,0.0,98.1648254394531
PW_008,Fm Botucatu,98.1648254394531,209.058807373047
PW_008,Fm Guará Sup,209.058807373047,234.244079589844
PW_008,Fm Guará Inf,234.244079589844,249.811309814453
PW_008,Fm Piramboia Sup,249.811309814453,275.394714355469
PW_008,Fm Piramboia Inf,275.394714355469,275.647308349609
PW_008,Diabásio,275.647308349609,280.0
PW_009,Fm Serra Geral,0.0,118.110900878906
PW_009,Fm Botucatu,118.110900878906,225.918640136719
PW_009,Fm Guará Sup,225.918640136719,242.48828125
PW_009,Fm Guará Inf,242.48828125,270.103912353516
PW_009,Fm Piramboia Sup,270.103912353516,329.0
PW_010,Fm Serra Geral,0.0,93.15625
PW_010,Fm Botucatu,93.15625,245.010101318359
PW_010,Fm Guará Sup,245.010101318359,274.732757568359
PW_010,Fm Guará Inf,274.732757568359,278.55
PW_135,Fm Serra Geral,0.0,57.6272583007812
PW_135,Fm Botucatu,57.6272583007812,181.853485107422
PW_135,Fm Guará Sup,181.853485107422,183.0
PW_011,Fm Serra Geral,0.0,100.660003662109
PW_011,Fm Botucatu,100.660003662109,215.418792724609
PW_011,Fm Guará Sup,215.418792724609,241.077087402344
PW_011,Fm Guará Inf,241.077087402344,261.392639160156
PW_011,Fm Piramboia Sup,261.392639160156,294.447067260742
PW_011,Diabásio,294.447067260742,295.718902587891
PW_011,Fm Piramboia Inf,295.718902587891,296.6
PW_012,Fm Serra Geral,0.0,49.8882446289062
PW_012,Fm Botucatu,49.8882446289062,156.694610595703
PW_012,Fm Guará Sup,156.694610595703,171.774993896484
PW_012,Fm Guará Inf,171.774993896484,199.215362548828
PW_012,Fm Piramboia Sup,199.215362548828,240.255645751953
PW_012,Fm Piramboia Inf,240.255645751953,276.5
PW_013,Fm Botucatu,0.0,114.526824951172
PW_013,Fm Guará Sup,114.526824951172,128.334533691406
PW_013,Fm Guará Inf,128.334533691406,154.416015625
PW_013,Fm Piramboia Sup,154.416015625,200.361389160156
PW_013,Fm Piramboia Inf,200.361389160156,215.659912109375
PW_013,Diabásio,215.659912109375,222.048889160156
PW_013,Fm Piramboia Inf,222.048889160156,229.0
PW_016,Fm Serra Geral,0.0,89.9951782226562
PW_016,Fm Botucatu,89.9951782226562,203.766510009766
